384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,384,384,384,384,384,384
384,384,384,381,381,381,384,384,384
